<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
YNDX,1,20190115,124700,1992,1992,1990.5,1990.5,32
YNDX,1,20190115,124800,1990.5,1991,1990.5,1991,7
YNDX,1,20190115,124900,1991,1991,1991,1991,30
YNDX,1,20190115,125000,1991,1991,1990.5,1991,135
YNDX,1,20190115,125100,1990,1990,1990,1990,35
YNDX,1,20190115,125200,1991,1991,1987,1987.5,523
YNDX,1,20190115,125300,1989.5,1990,1989.5,1990,4644
YNDX,1,20190115,125400,1987.5,1987.5,1987.5,1987.5,10
YNDX,1,20190115,125600,1987,1987,1987,1987,4
YNDX,1,20190115,125700,1987,1987,1986,1986,402
YNDX,1,20190115,125800,1987,1987,1986,1986,42
YNDX,1,20190115,130100,1987.5,1987.5,1987.5,1987.5,9
YNDX,1,20190115,130200,1985.5,1987,1985,1987,41
YNDX,1,20190115,130400,1987,1987,1987,1987,1
YNDX,1,20190115,130800,1987,1987,1987,1987,1
YNDX,1,20190115,131000,1985.5,1985.5,1985.5,1985.5,3
YNDX,1,20190115,131100,1987,1987,1985.5,1985.5,53
YNDX,1,20190115,131200,1985.5,1987,1985.5,1987,9
YNDX,1,20190115,131300,1985.5,1986,1985,1985,178
YNDX,1,20190115,131400,1985,1986.5,1985,1986.5,38
YNDX,1,20190115,131500,1986.5,1986.5,1986.5,1986.5,203
YNDX,1,20190115,131600,1988,1988,1986.5,1986.5,4
YNDX,1,20190115,131700,1988,1988,1985,1987,580
YNDX,1,20190115,132000,1987,1987,1987,1987,39
YNDX,1,20190115,132200,1987,1987,1987,1987,6
YNDX,1,20190115,132300,1987,1987,1987,1987,3
YNDX,1,20190115,132400,1987,1987,1987,1987,11
YNDX,1,20190115,132500,1987,1987,1987,1987,8
YNDX,1,20190115,132700,1987,1987,1987,1987,4
YNDX,1,20190115,132800,1985.5,1987,1985.5,1987,8
YNDX,1,20190115,132900,1987,1987,1985,1986.5,27
YNDX,1,20190115,133000,1985,1986.5,1985,1986.5,65
YNDX,1,20190115,133300,1986.5,1986.5,1985,1986.5,1106
YNDX,1,20190115,133700,1985.5,1985.5,1985.5,1985.5,5
YNDX,1,20190115,133900,1986.5,1986.5,1986.5,1986.5,253
YNDX,1,20190115,134000,1985,1985,1985,1985,47
YNDX,1,20190115,134100,1986.5,1986.5,1985,1985,78
YNDX,1,20190115,134200,1986,1986,1985,1985,11
YNDX,1,20190115,134300,1986.5,1986.5,1986.5,1986.5,1
YNDX,1,20190115,134500,1985,1985,1985,1985,2
YNDX,1,20190115,134600,1985,1986.5,1985,1986.5,22
YNDX,1,20190115,134700,1985,1986.5,1985,1985,346
YNDX,1,20190115,134800,1985,1985,1985,1985,13
YNDX,1,20190115,134900,1985.5,1985.5,1985,1985,7
YNDX,1,20190115,135000,1985,1985,1985,1985,29
YNDX,1,20190115,135100,1985.5,1985.5,1985,1985.5,54
YNDX,1,20190115,135200,1985,1985,1985,1985,36
YNDX,1,20190115,135300,1985.5,1985.5,1985,1985,191
YNDX,1,20190115,135400,1985,1986,1985,1985,161
YNDX,1,20190115,135500,1986,1986,1985,1986,381
YNDX,1,20190115,135600,1985,1986,1985,1986,41
YNDX,1,20190115,135700,1985,1987,1985,1985.5,1088
YNDX,1,20190115,140100,1987,1987,1987,1987,5
YNDX,1,20190115,140200,1987,1988,1987,1988,57
YNDX,1,20190115,140300,1988,1988,1988,1988,2
YNDX,1,20190115,140400,1986,1987.5,1986,1987.5,23
YNDX,1,20190115,140500,1986,1986,1985.5,1985.5,52
YNDX,1,20190115,140600,1987.5,1987.5,1987.5,1987.5,20
YNDX,1,20190115,140700,1986,1987.5,1986,1987.5,69
YNDX,1,20190115,141000,1985.5,1985.5,1985.5,1985.5,50
YNDX,1,20190115,141100,1985.5,1987,1985,1987,232
YNDX,1,20190115,141200,1987,1987,1987,1987,1
YNDX,1,20190115,141300,1987,1987.5,1986,1986,144
YNDX,1,20190115,141500,1986,1986,1985.5,1985.5,126
YNDX,1,20190115,141600,1986,1986,1986,1986,9
YNDX,1,20190115,141700,1986,1986,1985.5,1985.5,45
YNDX,1,20190115,141900,1985.5,1985.5,1985,1985,102
YNDX,1,20190115,142100,1986.5,1986.5,1986.5,1986.5,1
YNDX,1,20190115,142300,1985.5,1986.5,1985,1986.5,94
YNDX,1,20190115,142400,1985,1985,1985,1985,113
YNDX,1,20190115,142500,1985,1985,1985,1985,370
YNDX,1,20190115,142600,1985,1985,1985,1985,1315
YNDX,1,20190115,142700,1986,1986.5,1985,1986.5,53
YNDX,1,20190115,142900,1985,1985,1985,1985,67
YNDX,1,20190115,143000,1986.5,1986.5,1985,1985,167
YNDX,1,20190115,143100,1985,1986.5,1985,1986.5,44
YNDX,1,20190115,143200,1986.5,1986.5,1986.5,1986.5,52
YNDX,1,20190115,143300,1985,1986.5,1985,1986.5,12
YNDX,1,20190115,143500,1986.5,1986.5,1985,1986.5,20
YNDX,1,20190115,143600,1986.5,1986.5,1986.5,1986.5,101
YNDX,1,20190115,143800,1985,1985,1985,1985,120
YNDX,1,20190115,143900,1986,1986.5,1986,1986.5,200
YNDX,1,20190115,144000,1986.5,1986.5,1985.5,1985.5,11
YNDX,1,20190115,144200,1985.5,1985.5,1985.5,1985.5,108
YNDX,1,20190115,144300,1985.5,1985.5,1985.5,1985.5,2
YNDX,1,20190115,144400,1985.5,1985.5,1985.5,1985.5,8
YNDX,1,20190115,144500,1985,1985.5,1985,1985.5,101
YNDX,1,20190115,144600,1985.5,1985.5,1985.5,1985.5,5
YNDX,1,20190115,144700,1985,1985,1985,1985,83
YNDX,1,20190115,144800,1985,1985,1985,1985,20
YNDX,1,20190115,144900,1985,1985,1985,1985,25
YNDX,1,20190115,145000,1985.5,1985.5,1985.5,1985.5,2
YNDX,1,20190115,145100,1985,1986.5,1985,1986.5,15
YNDX,1,20190115,145200,1985.5,1985.5,1985.5,1985.5,10
YNDX,1,20190115,145300,1985,1985.5,1985,1985.5,152
YNDX,1,20190115,145500,1985,1985,1985,1985,1
YNDX,1,20190115,145700,1985,1985,1985,1985,156
YNDX,1,20190115,145800,1985,1986,1985,1985,350
YNDX,1,20190115,145900,1985,1985,1985,1985,287
YNDX,1,20190115,150000,1985,1985,1985,1985,108
YNDX,1,20190115,150100,1985.5,1985.5,1985,1985,124
YNDX,1,20190115,150200,1985,1985.5,1985,1985,77
YNDX,1,20190115,150300,1985,1985.5,1985,1985.5,22
YNDX,1,20190115,150400,1985,1985,1985,1985,8
YNDX,1,20190115,150500,1985,1985.5,1985,1985,117
YNDX,1,20190115,150600,1985,1986,1985,1986,1147
YNDX,1,20190115,150700,1985,1986.5,1985,1986.5,301
YNDX,1,20190115,150800,1986.5,1986.5,1985,1985,111
YNDX,1,20190115,150900,1985,1985,1985,1985,20
YNDX,1,20190115,151000,1985,1985,1985,1985,100
YNDX,1,20190115,151100,1985,1985,1985,1985,180
YNDX,1,20190115,151200,1985,1986,1985,1986,127
YNDX,1,20190115,151300,1986.5,1986.5,1985,1985,32
YNDX,1,20190115,151400,1985,1985,1985,1985,51
YNDX,1,20190115,151500,1986,1986,1985,1985,293
YNDX,1,20190115,151600,1985,1986,1985,1985,38
YNDX,1,20190115,151700,1986,1986,1985,1985,80
YNDX,1,20190115,151800,1985,1985,1985,1985,1
YNDX,1,20190115,151900,1985,1985,1985,1985,20
YNDX,1,20190115,152000,1985,1986,1985,1986,41
YNDX,1,20190115,152100,1985,1985,1985,1985,140
YNDX,1,20190115,152200,1986,1986,1985.5,1986,8
YNDX,1,20190115,152300,1985,1985,1985,1985,103
YNDX,1,20190115,152400,1986,1986,1985,1985,17
YNDX,1,20190115,152700,1986,1986,1985,1985,29
YNDX,1,20190115,152800,1985,1985,1985,1985,120
YNDX,1,20190115,152900,1985,1985.5,1985,1985,198
YNDX,1,20190115,153000,1985,1985,1985,1985,80
YNDX,1,20190115,153100,1985,1985.5,1985,1985.5,41
YNDX,1,20190115,153200,1985,1985,1985,1985,40
YNDX,1,20190115,153300,1985,1985,1985,1985,35
YNDX,1,20190115,153400,1985,1985,1985,1985,41
YNDX,1,20190115,153500,1985,1985.5,1985,1985,161
YNDX,1,20190115,153600,1985,1985,1985,1985,80
YNDX,1,20190115,153700,1985,1985,1985,1985,20
YNDX,1,20190115,153800,1985,1985,1985,1985,5
YNDX,1,20190115,153900,1985.5,1985.5,1985.5,1985.5,7
YNDX,1,20190115,154100,1985,1985.5,1985,1985.5,472
YNDX,1,20190115,154200,1985,1985,1985,1985,6
YNDX,1,20190115,154300,1985,1985,1985,1985,21
YNDX,1,20190115,154400,1985,1985.5,1985,1985.5,209
YNDX,1,20190115,154500,1985.5,1985.5,1985,1985,3
YNDX,1,20190115,154600,1985.5,1985.5,1985,1985,8
YNDX,1,20190115,154700,1985,1985,1985,1985,13
YNDX,1,20190115,154900,1985,1985.5,1985,1985.5,55
YNDX,1,20190115,155100,1985.5,1985.5,1985.5,1985.5,15
YNDX,1,20190115,155300,1985.5,1985.5,1985.5,1985.5,1
YNDX,1,20190115,155400,1985.5,1986.5,1985.5,1986.5,9
YNDX,1,20190115,155500,1985,1985,1985,1985,2
YNDX,1,20190115,155600,1986,1986,1986,1986,2
YNDX,1,20190115,155700,1985,1985,1985,1985,1
YNDX,1,20190115,155800,1985.5,1987,1985.5,1987,150
YNDX,1,20190115,155900,1985.5,1985.5,1985.5,1985.5,15
YNDX,1,20190115,160000,1985.5,1985.5,1985,1985,22
YNDX,1,20190115,160100,1985.5,1986,1985.5,1986,220
YNDX,1,20190115,160300,1986.5,1987,1986.5,1987,500
YNDX,1,20190115,160400,1987,1987,1987,1987,2
YNDX,1,20190115,160500,1985.5,1987,1985.5,1987,12
YNDX,1,20190115,160700,1987,1987,1987,1987,12
YNDX,1,20190115,160900,1986,1986.5,1985.5,1986.5,25
YNDX,1,20190115,161000,1985.5,1985.5,1985.5,1985.5,10
YNDX,1,20190115,161100,1986.5,1986.5,1986.5,1986.5,5
YNDX,1,20190115,161200,1985.5,1985.5,1985,1985,113
YNDX,1,20190115,161300,1985.5,1985.5,1985,1985,19
YNDX,1,20190115,161400,1985.5,1987,1985.5,1985.5,346
YNDX,1,20190115,161500,1985.5,1986.5,1985,1986.5,96
YNDX,1,20190115,161600,1986.5,1986.5,1985.5,1985.5,55
YNDX,1,20190115,161800,1985.5,1987,1985.5,1987,118
YNDX,1,20190115,161900,1986,1987,1986,1987,56
YNDX,1,20190115,162000,1986,1986,1985.5,1985.5,20
YNDX,1,20190115,162100,1985.5,1985.5,1985,1985,118
YNDX,1,20190115,162300,1986.5,1986.5,1985,1986.5,23
YNDX,1,20190115,162400,1985,1985,1985,1985,22
YNDX,1,20190115,162500,1986.5,1987,1986.5,1987,143
YNDX,1,20190115,162600,1986.5,1988,1986,1986,1083
YNDX,1,20190115,162700,1986,1988,1986,1986.5,33
YNDX,1,20190115,162800,1986.5,1988,1986.5,1988,24
YNDX,1,20190115,162900,1988,1988,1988,1988,15
YNDX,1,20190115,163000,1987,1987.5,1986.5,1987.5,103
YNDX,1,20190115,163100,1987,1988,1987,1987,42
YNDX,1,20190115,163200,1988,1988,1987.5,1987.5,13
YNDX,1,20190115,163300,1988,1988,1987.5,1987.5,12
YNDX,1,20190115,163400,1988,1988,1987.5,1988,57
YNDX,1,20190115,163500,1987.5,1987.5,1987,1987.5,148
YNDX,1,20190115,163600,1987,1987.5,1987,1987,86
YNDX,1,20190115,163700,1987,1987.5,1987,1987,233
YNDX,1,20190115,163800,1987,1987.5,1987,1987,41
YNDX,1,20190115,163900,1987.5,1987.5,1987.5,1987.5,26
YNDX,1,20190115,164100,1987.5,1987.5,1987.5,1987.5,55
YNDX,1,20190115,164200,1987.5,1987.5,1987,1987,36
YNDX,1,20190115,164300,1987,1987,1987,1987,178
YNDX,1,20190115,164400,1988,1988,1987,1988,47
YNDX,1,20190115,164500,1988,1988.5,1988,1988,467
YNDX,1,20190115,164600,1988.5,1988.5,1988.5,1988.5,2
YNDX,1,20190115,164700,1988.5,1988.5,1988,1988,519
YNDX,1,20190115,164800,1988,1988,1987.5,1987.5,210
YNDX,1,20190115,164900,1987.5,1987.5,1987.5,1987.5,92
YNDX,1,20190115,165000,1987.5,1987.5,1987,1987,160
YNDX,1,20190115,165100,1987,1988,1987,1987.5,42
YNDX,1,20190115,165200,1987.5,1988,1987.5,1987.5,168
YNDX,1,20190115,165300,1987.5,1991.5,1987.5,1990,623
YNDX,1,20190115,165400,1989.5,1991,1989,1989,103
YNDX,1,20190115,165500,1989,1989,1988.5,1988.5,161
YNDX,1,20190115,165600,1988.5,1991,1988.5,1989,153
YNDX,1,20190115,165700,1989,1990.5,1988.5,1988.5,156
YNDX,1,20190115,165800,1988.5,1990,1987,1987,1372
YNDX,1,20190115,165900,1988,1989.5,1988,1989.5,77
YNDX,1,20190115,170000,1988.5,1989.5,1987,1989.5,230
YNDX,1,20190115,170100,1988.5,1989,1987,1988.5,400
YNDX,1,20190115,170200,1988,1988.5,1987,1988.5,51
YNDX,1,20190115,170300,1989,1989,1989,1989,1
YNDX,1,20190115,170600,1989,1989,1989,1989,42
YNDX,1,20190115,170800,1989,1989,1989,1989,1
YNDX,1,20190115,170900,1988.5,1991,1988,1989.5,527
YNDX,1,20190115,171000,1989.5,1990,1989.5,1990,5
YNDX,1,20190115,171100,1990,1990,1990,1990,8
YNDX,1,20190115,171200,1989.5,1989.5,1988,1988,453
YNDX,1,20190115,171300,1989,1989,1988,1988,114
YNDX,1,20190115,171400,1988,1989,1988,1989,18
YNDX,1,20190115,171500,1988.5,1988.5,1988.5,1988.5,1
YNDX,1,20190115,171600,1989,1989,1989,1989,25
YNDX,1,20190115,171700,1988,1989,1988,1988,124
YNDX,1,20190115,171900,1988,1988,1988,1988,92
YNDX,1,20190115,172000,1988,1988,1988,1988,26
YNDX,1,20190115,172200,1988,1988.5,1988,1988.5,58
YNDX,1,20190115,172300,1988.5,1988.5,1988,1988,7
YNDX,1,20190115,172400,1988,1988,1987,1987,80
YNDX,1,20190115,172500,1988.5,1989,1988.5,1989,60
YNDX,1,20190115,172600,1988,1988,1988,1988,12
YNDX,1,20190115,172700,1989,1989,1987,1987,105
YNDX,1,20190115,172800,1987,1987,1986.5,1986.5,320
YNDX,1,20190115,172900,1986.5,1988.5,1986,1986,2081
YNDX,1,20190115,173000,1986,1986,1985.5,1985.5,71
YNDX,1,20190115,173100,1987.5,1992.5,1985,1989,4065
YNDX,1,20190115,173200,1991,1995.5,1990.5,1994.5,5807
YNDX,1,20190115,173300,1992.5,1992.5,1991.5,1991.5,34
YNDX,1,20190115,173400,1993.5,1997,1993.5,1995,2916
YNDX,1,20190115,173500,1994,1995,1993,1994.5,697
YNDX,1,20190115,173600,1995.5,2000,1995.5,1997.5,10819
YNDX,1,20190115,173700,1998,2004,1998,2000.5,7080
YNDX,1,20190115,173800,2000.5,2005,1999.5,2003,2884
YNDX,1,20190115,173900,2002.5,2002.5,2000,2000,1060
YNDX,1,20190115,174000,2000,2004.5,2000,2004.5,1231
YNDX,1,20190115,174100,2005,2006.5,2003,2003,436
YNDX,1,20190115,174200,2003,2004.5,2003,2003,636
YNDX,1,20190115,174300,2003,2004,2003,2003,417
YNDX,1,20190115,174400,2003.5,2004.5,2003,2004.5,130
YNDX,1,20190115,174500,2003,2004.5,2003,2003,413
YNDX,1,20190115,174600,2004,2004.5,2003,2004.5,3879
YNDX,1,20190115,174700,2003.5,2005,2003,2003.5,1011
YNDX,1,20190115,174800,2003,2004.5,2003,2003,669
YNDX,1,20190115,174900,2003,2003.5,1998,1998,6302
YNDX,1,20190115,175000,1999,2000,1997,1997,525
YNDX,1,20190115,175100,1997,1998,1997,1998,86
YNDX,1,20190115,175200,1999,1999.5,1999,1999.5,15
YNDX,1,20190115,175300,1999,1999,1996,1997,4254
YNDX,1,20190115,175400,1998,1998,1996,1996,124
YNDX,1,20190115,175500,1998,1998,1996.5,1996.5,466
YNDX,1,20190115,175600,1997,1998,1996,1997,53
YNDX,1,20190115,175700,1997,1998,1997,1997,243
YNDX,1,20190115,175800,1997,1998,1997,1997,43
YNDX,1,20190115,175900,1997,1998,1997,1997,156
YNDX,1,20190115,180000,1997,2002.5,1997,2002.5,2056
YNDX,1,20190115,180100,2003,2004.5,2002,2004,412
YNDX,1,20190115,180200,2004.5,2005,2004,2004,796
YNDX,1,20190115,180300,2004,2009.5,2003.5,2009,4933
YNDX,1,20190115,180400,2009,2009.5,2007.5,2009,513
YNDX,1,20190115,180500,2008.5,2009,2005,2006,975
YNDX,1,20190115,180600,2006,2006.5,2002,2004.5,982
YNDX,1,20190115,180700,2004.5,2008,2004.5,2008,376
YNDX,1,20190115,180800,2008.5,2009.5,2007.5,2007.5,513
YNDX,1,20190115,180900,2007.5,2007.5,2006.5,2006.5,212
YNDX,1,20190115,181000,2006.5,2006.5,2004,2006,445
YNDX,1,20190115,181100,2004.5,2005,2003,2003.5,383
YNDX,1,20190115,181200,2003.5,2003.5,2003,2003,282
YNDX,1,20190115,181300,2002.5,2002.5,2000.5,2002,176
YNDX,1,20190115,181400,2002,2002,2000,2000,1034
YNDX,1,20190115,181500,2000,2001.5,1999,1999,4877
YNDX,1,20190115,181600,1999,2001,1999,2000,300
YNDX,1,20190115,181700,2000,2001,2000,2000,26
YNDX,1,20190115,181800,2001,2001.5,2001,2001.5,231
YNDX,1,20190115,181900,2001.5,2003.5,2001.5,2003.5,238
YNDX,1,20190115,182000,2002,2002,2000,2002,474
YNDX,1,20190115,182100,2000,2002,2000,2001.5,710
YNDX,1,20190115,182200,2000.5,2001.5,1997,1997,2686
YNDX,1,20190115,182300,1998.5,1998.5,1995.5,1997,841
YNDX,1,20190115,182400,1999,2000,1997.5,1998.5,609
YNDX,1,20190115,182500,1999,2000,1997,1999,329
YNDX,1,20190115,182600,1999,2000,1997,1998,996
YNDX,1,20190115,182700,1998.5,1999.5,1998,1998.5,124
YNDX,1,20190115,182800,1999.5,2000,1999,2000,153
YNDX,1,20190115,183000,2000,2000,1996.5,1996.5,1146
YNDX,1,20190115,183100,1997,1998,1997,1998,218
YNDX,1,20190115,183200,1997,1997,1996,1996.5,238
YNDX,1,20190115,183300,1997.5,1997.5,1996.5,1996.5,12
YNDX,1,20190115,183400,1996.5,1996.5,1996.5,1996.5,3
YNDX,1,20190115,183500,1998,1998,1997,1998,80
YNDX,1,20190115,183600,1998,1998,1996.5,1997,316
YNDX,1,20190115,183700,1997,1997,1996,1996.5,346
YNDX,1,20190115,183800,1996.5,1999.5,1996.5,1998.5,1732
YNDX,1,20190115,183900,1997,1999.5,1997,1999.5,854
YNDX,1,20190115,184500,1999.5,1999.5,1999.5,1999.5,1413
YNDX,1,20190115,184600,1999.5,1999.5,1999.5,1999.5,26
YNDX,1,20190115,184700,1999.5,1999.5,1999.5,1999.5,153
YNDX,1,20190115,184800,1999.5,1999.5,1999.5,1999.5,24
YNDX,1,20190115,184900,1999.5,1999.5,1999.5,1999.5,50
